Ref_Date,GEO,TRAFFIC,Vector,Coordinate,Value
2013,"Davis Inlet, Newfoundland and Labrador",Passenger flights,v65780733,5165.8,..
2014,"Davis Inlet, Newfoundland and Labrador",Passenger flights,v65780733,5165.8,..
2015,"Davis Inlet, Newfoundland and Labrador",Passenger flights,v65780733,5165.8,..
2010,"Deer Lake, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65779014,72.1,259397.0
2011,"Deer Lake, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65779014,72.1,279297.0
2012,"Deer Lake, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65779014,72.1,289017.0
2013,"Deer Lake, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65779014,72.1,295430.0
2014,"Deer Lake, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65779014,72.1,319791.0
2015,"Deer Lake, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65779014,72.1,324656.0
2010,"Deer Lake, Newfoundland and Labrador",Passengers enplaned,v65779015,72.2,130759.0
2011,"Deer Lake, Newfoundland and Labrador",Passengers enplaned,v65779015,72.2,139831.0
2012,"Deer Lake, Newfoundland and Labrador",Passengers enplaned,v65779015,72.2,145072.0
2013,"Deer Lake, Newfoundland and Labrador",Passengers enplaned,v65779015,72.2,148169.0
2014,"Deer Lake, Newfoundland and Labrador",Passengers enplaned,v65779015,72.2,159384.0
2015,"Deer Lake, Newfoundland and Labrador",Passengers enplaned,v65779015,72.2,161178.0
2010,"Deer Lake, Newfoundland and Labrador",Passengers deplaned,v65779016,72.3,128638.0
2011,"Deer Lake, Newfoundland and Labrador",Passengers deplaned,v65779016,72.3,139466.0
2012,"Deer Lake, Newfoundland and Labrador",Passengers deplaned,v65779016,72.3,143945.0
2013,"Deer Lake, Newfoundland and Labrador",Passengers deplaned,v65779016,72.3,147261.0
2014,"Deer Lake, Newfoundland and Labrador",Passengers deplaned,v65779016,72.3,160407.0
2015,"Deer Lake, Newfoundland and Labrador",Passengers deplaned,v65779016,72.3,163478.0
2010,"Deer Lake, Newfoundland and Labrador","Total, passenger sector",v65779017,72.4,259397.0
2011,"Deer Lake, Newfoundland and Labrador","Total, passenger sector",v65779017,72.4,279297.0
2012,"Deer Lake, Newfoundland and Labrador","Total, passenger sector",v65779017,72.4,289017.0
2013,"Deer Lake, Newfoundland and Labrador","Total, passenger sector",v65779017,72.4,295430.0
2014,"Deer Lake, Newfoundland and Labrador","Total, passenger sector",v65779017,72.4,319791.0
2015,"Deer Lake, Newfoundland and Labrador","Total, passenger sector",v65779017,72.4,324656.0
2010,"Deer Lake, Newfoundland and Labrador",Domestic sector,v65779018,72.5,258374.0
2011,"Deer Lake, Newfoundland and Labrador",Domestic sector,v65779018,72.5,x
2012,"Deer Lake, Newfoundland and Labrador",Domestic sector,v65779018,72.5,x
2013,"Deer Lake, Newfoundland and Labrador",Domestic sector,v65779018,72.5,x
2014,"Deer Lake, Newfoundland and Labrador",Domestic sector,v65779018,72.5,x
2015,"Deer Lake, Newfoundland and Labrador",Domestic sector,v65779018,72.5,x
2010,"Deer Lake, Newfoundland and Labrador",Transborder sector,v65779019,72.6,0.0
2011,"Deer Lake, Newfoundland and Labrador",Transborder sector,v65779019,72.6,0.0
2012,"Deer Lake, Newfoundland and Labrador",Transborder sector,v65779019,72.6,x
2013,"Deer Lake, Newfoundland and Labrador",Transborder sector,v65779019,72.6,x
2014,"Deer Lake, Newfoundland and Labrador",Transborder sector,v65779019,72.6,x
2015,"Deer Lake, Newfoundland and Labrador",Transborder sector,v65779019,72.6,x
2010,"Deer Lake, Newfoundland and Labrador",Other International sector,v65779020,72.7,1023.0
2011,"Deer Lake, Newfoundland and Labrador",Other International sector,v65779020,72.7,x
2012,"Deer Lake, Newfoundland and Labrador",Other International sector,v65779020,72.7,x
2013,"Deer Lake, Newfoundland and Labrador",Other International sector,v65779020,72.7,x
2014,"Deer Lake, Newfoundland and Labrador",Other International sector,v65779020,72.7,x
2015,"Deer Lake, Newfoundland and Labrador",Other International sector,v65779020,72.7,x
2010,"Deer Lake, Newfoundland and Labrador",Passenger flights,v65779021,72.8,10028.0
2011,"Deer Lake, Newfoundland and Labrador",Passenger flights,v65779021,72.8,9793.0
2012,"Deer Lake, Newfoundland and Labrador",Passenger flights,v65779021,72.8,10753.0
2013,"Deer Lake, Newfoundland and Labrador",Passenger flights,v65779021,72.8,10633.0
2014,"Deer Lake, Newfoundland and Labrador",Passenger flights,v65779021,72.8,10732.0
2015,"Deer Lake, Newfoundland and Labrador",Passenger flights,v65779021,72.8,10762.0
2010,"Gander International, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778678,27.1,97772.0
2011,"Gander International, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778678,27.1,115382.0
2012,"Gander International, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778678,27.1,124722.0
2013,"Gander International, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778678,27.1,132613.0
2014,"Gander International, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778678,27.1,141134.0
2015,"Gander International, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778678,27.1,171898.0
2010,"Gander International, Newfoundland and Labrador",Passengers enplaned,v65778679,27.2,50188.0
2011,"Gander International, Newfoundland and Labrador",Passengers enplaned,v65778679,27.2,58530.0
2012,"Gander International, Newfoundland and Labrador",Passengers enplaned,v65778679,27.2,63357.0
2013,"Gander International, Newfoundland and Labrador",Passengers enplaned,v65778679,27.2,64773.0
2014,"Gander International, Newfoundland and Labrador",Passengers enplaned,v65778679,27.2,70029.0
2015,"Gander International, Newfoundland and Labrador",Passengers enplaned,v65778679,27.2,85152.0
2010,"Gander International, Newfoundland and Labrador",Passengers deplaned,v65778680,27.3,47584.0
2011,"Gander International, Newfoundland and Labrador",Passengers deplaned,v65778680,27.3,56852.0
2012,"Gander International, Newfoundland and Labrador",Passengers deplaned,v65778680,27.3,61365.0
2013,"Gander International, Newfoundland and Labrador",Passengers deplaned,v65778680,27.3,67840.0
2014,"Gander International, Newfoundland and Labrador",Passengers deplaned,v65778680,27.3,71105.0
2015,"Gander International, Newfoundland and Labrador",Passengers deplaned,v65778680,27.3,86746.0
2010,"Gander International, Newfoundland and Labrador","Total, passenger sector",v65778681,27.4,97772.0
2011,"Gander International, Newfoundland and Labrador","Total, passenger sector",v65778681,27.4,115382.0
2012,"Gander International, Newfoundland and Labrador","Total, passenger sector",v65778681,27.4,124722.0
2013,"Gander International, Newfoundland and Labrador","Total, passenger sector",v65778681,27.4,132613.0
2014,"Gander International, Newfoundland and Labrador","Total, passenger sector",v65778681,27.4,141134.0
2015,"Gander International, Newfoundland and Labrador","Total, passenger sector",v65778681,27.4,171898.0
2010,"Gander International, Newfoundland and Labrador",Domestic sector,v65778682,27.5,94642.0
2011,"Gander International, Newfoundland and Labrador",Domestic sector,v65778682,27.5,110640.0
2012,"Gander International, Newfoundland and Labrador",Domestic sector,v65778682,27.5,119133.0
2013,"Gander International, Newfoundland and Labrador",Domestic sector,v65778682,27.5,124910.0
2014,"Gander International, Newfoundland and Labrador",Domestic sector,v65778682,27.5,131617.0
2015,"Gander International, Newfoundland and Labrador",Domestic sector,v65778682,27.5,160578.0
2010,"Gander International, Newfoundland and Labrador",Transborder sector,v65778683,27.6,515.0
2011,"Gander International, Newfoundland and Labrador",Transborder sector,v65778683,27.6,724.0
2012,"Gander International, Newfoundland and Labrador",Transborder sector,v65778683,27.6,1846.0
2013,"Gander International, Newfoundland and Labrador",Transborder sector,v65778683,27.6,1046.0
2014,"Gander International, Newfoundland and Labrador",Transborder sector,v65778683,27.6,3335.0
2015,"Gander International, Newfoundland and Labrador",Transborder sector,v65778683,27.6,3986.0
2010,"Gander International, Newfoundland and Labrador",Other International sector,v65778684,27.7,2615.0
2011,"Gander International, Newfoundland and Labrador",Other International sector,v65778684,27.7,4018.0
2012,"Gander International, Newfoundland and Labrador",Other International sector,v65778684,27.7,3743.0
2013,"Gander International, Newfoundland and Labrador",Other International sector,v65778684,27.7,6657.0
2014,"Gander International, Newfoundland and Labrador",Other International sector,v65778684,27.7,6182.0
2015,"Gander International, Newfoundland and Labrador",Other International sector,v65778684,27.7,7334.0
2010,"Gander International, Newfoundland and Labrador",Passenger flights,v65778685,27.8,4273.0
2011,"Gander International, Newfoundland and Labrador",Passenger flights,v65778685,27.8,4757.0
2012,"Gander International, Newfoundland and Labrador",Passenger flights,v65778685,27.8,5439.0
2013,"Gander International, Newfoundland and Labrador",Passenger flights,v65778685,27.8,5778.0
2014,"Gander International, Newfoundland and Labrador",Passenger flights,v65778685,27.8,5844.0
2015,"Gander International, Newfoundland and Labrador",Passenger flights,v65778685,27.8,6898.0
2010,"Goose Bay, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778662,24.1,103455.0
2011,"Goose Bay, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778662,24.1,116484.0
2012,"Goose Bay, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778662,24.1,129042.0
2013,"Goose Bay, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778662,24.1,142169.0
2014,"Goose Bay, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778662,24.1,176170.0
2015,"Goose Bay, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65778662,24.1,189961.0
2010,"Goose Bay, Newfoundland and Labrador",Passengers enplaned,v65778663,24.2,50497.0
2011,"Goose Bay, Newfoundland and Labrador",Passengers enplaned,v65778663,24.2,56977.0
2012,"Goose Bay, Newfoundland and Labrador",Passengers enplaned,v65778663,24.2,62832.0
2013,"Goose Bay, Newfoundland and Labrador",Passengers enplaned,v65778663,24.2,68945.0
2014,"Goose Bay, Newfoundland and Labrador",Passengers enplaned,v65778663,24.2,86557.0
2015,"Goose Bay, Newfoundland and Labrador",Passengers enplaned,v65778663,24.2,94189.0
2010,"Goose Bay, Newfoundland and Labrador",Passengers deplaned,v65778664,24.3,52958.0
2011,"Goose Bay, Newfoundland and Labrador",Passengers deplaned,v65778664,24.3,59507.0
2012,"Goose Bay, Newfoundland and Labrador",Passengers deplaned,v65778664,24.3,66210.0
2013,"Goose Bay, Newfoundland and Labrador",Passengers deplaned,v65778664,24.3,73224.0
2014,"Goose Bay, Newfoundland and Labrador",Passengers deplaned,v65778664,24.3,89613.0
2015,"Goose Bay, Newfoundland and Labrador",Passengers deplaned,v65778664,24.3,95772.0
2010,"Goose Bay, Newfoundland and Labrador","Total, passenger sector",v65778665,24.4,103455.0
2011,"Goose Bay, Newfoundland and Labrador","Total, passenger sector",v65778665,24.4,116484.0
2012,"Goose Bay, Newfoundland and Labrador","Total, passenger sector",v65778665,24.4,x
2013,"Goose Bay, Newfoundland and Labrador","Total, passenger sector",v65778665,24.4,142169.0
2014,"Goose Bay, Newfoundland and Labrador","Total, passenger sector",v65778665,24.4,176170.0
2015,"Goose Bay, Newfoundland and Labrador","Total, passenger sector",v65778665,24.4,189961.0
2010,"Goose Bay, Newfoundland and Labrador",Domestic sector,v65778666,24.5,101578.0
2011,"Goose Bay, Newfoundland and Labrador",Domestic sector,v65778666,24.5,x
2012,"Goose Bay, Newfoundland and Labrador",Domestic sector,v65778666,24.5,x
2013,"Goose Bay, Newfoundland and Labrador",Domestic sector,v65778666,24.5,x
2014,"Goose Bay, Newfoundland and Labrador",Domestic sector,v65778666,24.5,x
2015,"Goose Bay, Newfoundland and Labrador",Domestic sector,v65778666,24.5,184983.0
2010,"Goose Bay, Newfoundland and Labrador",Transborder sector,v65778667,24.6,893.0
2011,"Goose Bay, Newfoundland and Labrador",Transborder sector,v65778667,24.6,x
2012,"Goose Bay, Newfoundland and Labrador",Transborder sector,v65778667,24.6,x
2013,"Goose Bay, Newfoundland and Labrador",Transborder sector,v65778667,24.6,x
2014,"Goose Bay, Newfoundland and Labrador",Transborder sector,v65778667,24.6,x
2015,"Goose Bay, Newfoundland and Labrador",Transborder sector,v65778667,24.6,x
2010,"Goose Bay, Newfoundland and Labrador",Other International sector,v65778668,24.7,984.0
2011,"Goose Bay, Newfoundland and Labrador",Other International sector,v65778668,24.7,x
2012,"Goose Bay, Newfoundland and Labrador",Other International sector,v65778668,24.7,x
2013,"Goose Bay, Newfoundland and Labrador",Other International sector,v65778668,24.7,x
2014,"Goose Bay, Newfoundland and Labrador",Other International sector,v65778668,24.7,x
2015,"Goose Bay, Newfoundland and Labrador",Other International sector,v65778668,24.7,x
2010,"Goose Bay, Newfoundland and Labrador",Passenger flights,v65778669,24.8,8587.0
2011,"Goose Bay, Newfoundland and Labrador",Passenger flights,v65778669,24.8,10101.0
2012,"Goose Bay, Newfoundland and Labrador",Passenger flights,v65778669,24.8,12675.0
2013,"Goose Bay, Newfoundland and Labrador",Passenger flights,v65778669,24.8,11536.0
2014,"Goose Bay, Newfoundland and Labrador",Passenger flights,v65778669,24.8,12892.0
2015,"Goose Bay, Newfoundland and Labrador",Passenger flights,v65778669,24.8,11225.0
2010,"Hopedale, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65780350,4962.1,x
2011,"Hopedale, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65780350,4962.1,x
2012,"Hopedale, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65780350,4962.1,x
2013,"Hopedale, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65780350,4962.1,x
2014,"Hopedale, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65780350,4962.1,x
2015,"Hopedale, Newfoundland and Labrador","Total, passengers enplaned and deplaned",v65780350,4962.1,x
2010,"Hopedale, Newfoundland and Labrador",Passengers enplaned,v65780351,4962.2,x
2011,"Hopedale, Newfoundland and Labrador",Passengers enplaned,v65780351,4962.2,x
2012,"Hopedale, Newfoundland and Labrador",Passengers enplaned,v65780351,4962.2,x
2013,"Hopedale, Newfoundland and Labrador",Passengers enplaned,v65780351,4962.2,x
2014,"Hopedale, Newfoundland and Labrador",Passengers enplaned,v65780351,4962.2,x
2015,"Hopedale, Newfoundland and Labrador",Passengers enplaned,v65780351,4962.2,x
2010,"Hopedale, Newfoundland and Labrador",Passengers deplaned,v65780352,4962.3,x
2011,"Hopedale, Newfoundland and Labrador",Passengers deplaned,v65780352,4962.3,x
2012,"Hopedale, Newfoundland and Labrador",Passengers deplaned,v65780352,4962.3,x
2013,"Hopedale, Newfoundland and Labrador",Passengers deplaned,v65780352,4962.3,x
2014,"Hopedale, Newfoundland and Labrador",Passengers deplaned,v65780352,4962.3,x
2015,"Hopedale, Newfoundland and Labrador",Passengers deplaned,v65780352,4962.3,x
2010,"Hopedale, Newfoundland and Labrador","Total, passenger sector",v65780353,4962.4,x
2011,"Hopedale, Newfoundland and Labrador","Total, passenger sector",v65780353,4962.4,x
2012,"Hopedale, Newfoundland and Labrador","Total, passenger sector",v65780353,4962.4,x
2013,"Hopedale, Newfoundland and Labrador","Total, passenger sector",v65780353,4962.4,x
2014,"Hopedale, Newfoundland and Labrador","Total, passenger sector",v65780353,4962.4,x
2015,"Hopedale, Newfoundland and Labrador","Total, passenger sector",v65780353,4962.4,x
2010,"Hopedale, Newfoundland and Labrador",Domestic sector,v65780354,4962.5,x
2011,"Hopedale, Newfoundland and Labrador",Domestic sector,v65780354,4962.5,x
2012,"Hopedale, Newfoundland and Labrador",Domestic sector,v65780354,4962.5,x
2013,"Hopedale, Newfoundland and Labrador",Domestic sector,v65780354,4962.5,x
2014,"Hopedale, Newfoundland and Labrador",Domestic sector,v65780354,4962.5,x
2015,"Hopedale, Newfoundland and Labrador",Domestic sector,v65780354,4962.5,x
2010,"Hopedale, Newfoundland and Labrador",Transborder sector,v65780355,4962.6,0.0
2011,"Hopedale, Newfoundland and Labrador",Transborder sector,v65780355,4962.6,0.0
2012,"Hopedale, Newfoundland and Labrador",Transborder sector,v65780355,4962.6,0.0
